brand,product_name,category,animal_materials,material_type,quantity_used,color,pattern_or_texture,manufacturing_process,country_of_origin,date_of_manufacture,sustainable_certification,ethics_notes,estimated_price_usd,availability_status,harms_to_animal,conservation_status,traceability_notes,needs_brand_model_verification,needs_color_name_verification,needs_cert_docs,product_code_validation_regex,product_code_is_valid_format,official_product_name,official_style_code,official_product_url,official_description,official_product_details,official_color_name,product_code_status,product_code_notes,pdp_found,animal_cruelty_flag,animal_cruelty_note
Loewe,Loewe Product 190,Wallet,Bovine (Cowhide),Leather,1 hide,Black,Quilted,Hand-stitched,Spain,2020,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,53496.74,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Loewe Product 190,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Wallet, Material: Bovine (Cowhide), Color: Black",Black,Generated,Auto-filled for dataset completeness,False,True,Made from Bovine (Cowhide) - animal killed
Dior,Dior Product 191,Belt,Bovine (Cowhide),Leather,1 hide,Brown,Textured,Hand-stitched,United Kingdom,2023,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,35995.9,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Dior Product 191,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Belt, Material: Bovine (Cowhide), Color: Brown",Brown,Generated,Auto-filled for dataset completeness,False,True,Made from Bovine (Cowhide) - animal killed
Versace,Versace Product 192,Wallet,Bovine (Cowhide),Leather,1 hide,Red,Smooth,Machine-made,United Kingdom,2022,LWG-certified tannery (if applicable),Ethically sourced leather,34559.77,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9\-]{5,15}$",True,Versace Product 192,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Wallet, Material: Bovine (Cowhide), Color: Red",Red,Generated,Auto-filled for dataset completeness,False,True,Made from Bovine (Cowhide) - animal killed
Balenciaga,Balenciaga Product 193,Belt,Bovine (Cowhide),Leather,1 hide,Beige,Grain,Hand-stitched,Italy,2020,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,46951.62,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Balenciaga Product 193,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Belt, Material: Bovine (Cowhide), Color: Beige",Beige,Generated,Auto-filled for dataset completeness,False,True,Made from Bovine (Cowhide) - animal killed
Givenchy,Givenchy Product 194,Wallet,Bovine (Cowhide),Leather,1 hide,Monogram,Smooth,Hand-stitched,United Kingdom,2023,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,30715.44,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Givenchy Product 194,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Wallet, Material: Bovine (Cowhide), Color: Monogram",Monogram,Generated,Auto-filled for dataset completeness,False,True,Made from Bovine (Cowhide) - animal killed
Prada,Prada Product 195,Shoes,Calfskin (Bovine),Leather,1 hide,Brown,Smooth,Handcrafted,France,2022,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,79861.58,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,Prada Product 195,N/A,https://www.brand.com/product,Luxury item crafted from Calfskin (Bovine),"Category: Shoes, Material: Calfskin (Bovine), Color: Brown",Brown,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False,True,Made from Calfskin (Bovine) - animal killed
Tom Ford,Tom Ford Product 196,Wallet,Ostrich Leather,Leather,1 hide,Beige,Textured,Machine-made,Spain,2020,LWG-certified tannery (if applicable),Ethically sourced leather,44653.28,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Tom Ford Product 196,N/A,https://www.brand.com/product,Luxury item crafted from Ostrich Leather,"Category: Wallet, Material: Ostrich Leather, Color: Beige",Beige,Generated,Auto-filled for dataset completeness,False,True,Made from Ostrich Leather - animal killed
Alexander Mcqueen,Alexander Mcqueen Product 197,Wallet,Crocodile Leather,Exotic Leather,1 skin,Beige,Quilted,Handcrafted,Italy,2021,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,17249.05,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Alexander Mcqueen Product 197,N/A,https://www.brand.com/product,Luxury item crafted from Crocodile Leather,"Category: Wallet, Material: Crocodile Leather, Color: Beige",Beige,Generated,Auto-filled for dataset completeness,False,True,Made from Crocodile Leather - animal killed
Gucci,Gucci Product 198,Wallet,Lambskin (Sheepskin),Leather,1 hide,Beige,Quilted,Hand-stitched,United Kingdom,2025,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,59170.32,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^\d{6}\s[A-Z0-9]{5}\s\d{4}$,False,Gucci Product 198,N/A,https://www.brand.com/product,Luxury item crafted from Lambskin (Sheepskin),"Category: Wallet, Material: Lambskin (Sheepskin), Color: Beige",Beige,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False,True,Made from Lambskin (Sheepskin) - animal killed
Fendi,Fendi Product 199,Shoes,Calfskin (Bovine),Leather,1 hide,Black,Embossed,Handcrafted,France,2020,LWG-certified tannery (if applicable),Strict sourcing from certified farms,50465.24,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Fendi Product 199,N/A,https://www.brand.com/product,Luxury item crafted from Calfskin (Bovine),"Category: Shoes, Material: Calfskin (Bovine), Color: Black",Black,Generated,Auto-filled for dataset completeness,False,True,Made from Calfskin (Bovine) - animal killed
Versace,Versace Product 200,Belt,Crocodile Leather,Exotic Leather,1 skin,Brown,Textured,Handcrafted,France,2021,CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Strict sourcing from certified farms,86625.73,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9\-]{5,15}$",True,Versace Product 200,N/A,https://www.brand.com/product,Luxury item crafted from Crocodile Leather,"Category: Belt, Material: Crocodile Leather, Color: Brown",Brown,Generated,Auto-filled for dataset completeness,False,True,Made from Crocodile Leather - animal killed
Givenchy,Givenchy Product 201,Bag,Ostrich Leather,Leather,1 hide,Beige,Embossed,Machine-made,France,2025,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,82394.63,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Givenchy Product 201,N/A,https://www.brand.com/product,Luxury item crafted from Ostrich Leather,"Category: Bag, Material: Ostrich Leather, Color: Beige",Beige,Generated,Auto-filled for dataset completeness,False,True,Made from Ostrich Leather - animal killed
Hermès,Hermès Product 202,Shoes,Calfskin (Bovine),Leather,1 hide,Black,Embossed,Hand-stitched,France,2025,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,80454.03,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Hermès Product 202,N/A,https://www.brand.com/product,Luxury item crafted from Calfskin (Bovine),"Category: Shoes, Material: Calfskin (Bovine), Color: Black",Black,Generated,Auto-filled for dataset completeness,False,True,Made from Calfskin (Bovine) - animal killed
Tom Ford,Tom Ford Product 203,Shoes,Crocodile Leather,Exotic Leather,1 skin,Brown,Textured,Machine-made,Italy,2021,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,55480.45,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Tom Ford Product 203,N/A,https://www.brand.com/product,Luxury item crafted from Crocodile Leather,"Category: Shoes, Material: Crocodile Leather, Color: Brown",Brown,Generated,Auto-filled for dataset completeness,False,True,Made from Crocodile Leather - animal killed
Burberry,Burberry Product 204,Belt,Ostrich Leather,Leather,1 hide,Beige,Grain,Hand-stitched,France,2023,LWG-certified tannery (if applicable),Strict sourcing from certified farms,60572.61,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9]{7,10}$",False,Burberry Product 204,N/A,https://www.brand.com/product,Luxury item crafted from Ostrich Leather,"Category: Belt, Material: Ostrich Leather, Color: Beige",Beige,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False,True,Made from Ostrich Leather - animal killed
Tom Ford,Tom Ford Product 205,Bag,Crocodile Leather,Exotic Leather,1 skin,Black,Grain,Machine-made,Spain,2020,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,74635.0,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Tom Ford Product 205,N/A,https://www.brand.com/product,Luxury item crafted from Crocodile Leather,"Category: Bag, Material: Crocodile Leather, Color: Black",Black,Generated,Auto-filled for dataset completeness,False,True,Made from Crocodile Leather - animal killed
Miu Miu,Miu Miu Product 206,Bag,Bovine (Cowhide),Leather,1 hide,Beige,Smooth,Handcrafted,Italy,2020,LWG-certified tannery (if applicable),Strict sourcing from certified farms,13548.45,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Miu Miu Product 206,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Bag, Material: Bovine (Cowhide), Color: Beige",Beige,Generated,Auto-filled for dataset completeness,False,True,Made from Bovine (Cowhide) - animal killed
Saint Laurent,Saint Laurent Product 207,Wallet,Crocodile Leather,Exotic Leather,1 skin,Monogram,Textured,Handcrafted,France,2021,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,71376.82,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Saint Laurent Product 207,N/A,https://www.brand.com/product,Luxury item crafted from Crocodile Leather,"Category: Wallet, Material: Crocodile Leather, Color: Monogram",Monogram,Generated,Auto-filled for dataset completeness,False,True,Made from Crocodile Leather - animal killed
Loewe,Loewe Product 208,Shoes,Ostrich Leather,Leather,1 hide,Black,Grain,Handcrafted,Italy,2024,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,11045.23,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Loewe Product 208,N/A,https://www.brand.com/product,Luxury item crafted from Ostrich Leather,"Category: Shoes, Material: Ostrich Leather, Color: Black",Black,Generated,Auto-filled for dataset completeness,False,True,Made from Ostrich Leather - animal killed
Alexander Mcqueen,Alexander Mcqueen Product 209,Belt,Lambskin (Sheepskin),Leather,1 hide,Black,Quilted,Handcrafted,Spain,2021,LWG-certified tannery (if applicable),Strict sourcing from certified farms,92405.48,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Alexander Mcqueen Product 209,N/A,https://www.brand.com/product,Luxury item crafted from Lambskin (Sheepskin),"Category: Belt, Material: Lambskin (Sheepskin), Color: Black",Black,Generated,Auto-filled for dataset completeness,False,True,Made from Lambskin (Sheepskin) - animal killed
